[Common_Strings].StoryEventsLevelText;Additional deputies (recommended)
[Groups.soldiers.AntiZone].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. Weapons, human experiments, the reason for the Zone's existence... Now it will forever remain a secret... The new priority became the destruction of any manifestations of the Zone. The main target: mutants. Special teams armed with shotguns and flamethrowers were formed to exterminate any creature, even small rats. Eliminating the anomalous manifestations of the Zone is the new government order that must be carried out.
[Groups.soldiers.Control].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Control].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Crime].Text-End-Standart-Victory;Victory! The government took control of the Zone. But corruption and neglect flourished. For some reason, there wasn't enough ammunition for raids against mutants, either because it was unusable or because the necessary supplies were out of stock. The perimeter guards weren't guarding, but rather collecting bribes to transport prohibited items, like artifacts. It's unclear what this lack of attention to the Zone will lead to, but it's unlikely to be anything good.
[Groups.soldiers.Exploring].Text-End-Standart-Victory;Victory! Government forces had taken control of the entire exclusion zone and were now rapidly restoring order. Ensuring the safety of research teams became a new priority. Various small units of special forces soldiers were formed for operations in particularly dangerous conditions. This was the name given to the underground complexes and laboratories, which, to the generals' surprise, turned out to be several times larger than initially anticipated. All information obtained was quickly classified, and the public knew only what the government told them about the Zone.
[Groups.soldiers.Growth].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Growth].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Growth].Text-End-Step-Lose;Time's up, you have failed to gain control of the Zone. You have been demoted. Defeat!
[Groups.soldiers.Mercenary].Text-End-Standart-Victory;Victory! Government forces had taken control of the entire exclusion zone and were now rapidly restoring order. But corruption was rampant among the commanders. Some began to profit from dubious contracts with private firms. Various small detachments of soldiers formed, collecting artifacts and capturing mutants for private «collectors». Service or money? This was the question everyone was asking themselves...
[Groups.soldiers.Sectarianism].Text-End-Standart-Victory;Victory! The government had taken control of the Zone, but local commanders were increasingly wary of respecting the chain of command. Rotation wasn't helping. The SBU reported some element of sectarianism among the commanders, but they couldn't investigate further. The commanders skillfully covered their tracks. So much so that even the O-Consciousness mentioned in the recovered documents was never found...
[Groups.soldiers.Stability].Text-End-Standart-Victory;Victory! Government forces had managed to take control of the entire exclusion zone and were now rapidly restoring order. Various small units of special forces soldiers were formed for operations in particularly dangerous conditions. This was the name given to the underground complexes and laboratories, which, to the generals' surprise, turned out to be several times larger than initially anticipated. All information obtained was quickly classified, and the public knew only what the government told them about the Zone.
[Groups.soldiers.Stalkers].Text-End-Standart-Victory;Victory! The government took control of the Zone. They decided not only to fight the Zone but also to secretly profit from it. Several secret squads of military stalkers were formed to search for particularly valuable artifacts, which were then sold on the black market abroad to enrich certain elites. This is how the so-called «artifact oligarchs» subsequently emerged...
[Groups.soldiers.Unknow].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Unknow].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Unknow].Text-End-Step-Lose;Time's up, you have failed to gain control of the Zone. You have been demoted. Defeat!
[Groups.soldiers.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
[Groups.stalkers.:main].Spy1-Name;Newbie
[Groups.stalkers.:main].Spy2-Name;Experienced
[Groups.stalkers.:main].Spy3-Name;Veteran
[Groups.stalkers.:main].Spy4-Name;Master
[Groups.stalkers.:main].Name;Free Stalkers
[Groups.stalkers.:main].Description;Free Stalkers lack a clear hierarchy and leader. Their predisposition to searching for artifacts can be considered an advantage, which can have a positive impact on their financial situation in capable hands. However, the territories under their control are scattered across locations, making them very difficult to maintain. The faction needs to prioritize its development.
[Groups.stalkers.:main].DiplomacyText-Question-War;We declare war on you!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral;It's time to end this carnage, we are ready for peace, and you?
[Groups.stalkers.:main].DiplomacyText-Question-Alliance;We want to form an alliance with you. Do you agree?
[Groups.stalkers.:main].DiplomacyText-Question-BreakAlliance;We are dissolving the union!
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ask;We're having some financial difficulties. We could use some help. We're looking for a sum of money like this:
[Groups.stalkers.:main].DiplomacyText-Ans-0-Down;What a rat you are! If it's war, let's have war!
[Groups.stalkers.:main].DiplomacyText-Ans-1-Down;So be it.
[Groups.stalkers.:main].DiplomacyText-Ans-1-No;At the moment we don't see any need for this.
[Groups.stalkers.:main].DiplomacyText-Ans-1-Yes;Yes, we agree to a ceasefire.
[Groups.stalkers.:main].DiplomacyText-Ans-2-No;We're not sure we need it right now.
[Groups.stalkers.:main].DiplomacyText-Ans-2-Yes;Yes, we agree to cooperate.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-No;Unfortunately, we are currently unable to provide such assistance.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-Yes;Okay, we will transfer this amount to you.
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-No;It's a pity that you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-Yes;Good! We're glad you agree!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-No;It's a pity that you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-Yes;Good! We're glad you agree!
[Groups.stalkers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.stalkers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.stalkers.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.stalkers.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.stalkers.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.stalkers.Anarchy].Text-End-Standart-Victory;Victory! Soon, a unified stalker faction developed a set of rules similar to those of the Freedom group, but with some clear differences. The emphasis was on money, not the idea. After some time, «separate» interest groups began to form within the faction, leading to a schism at the top. Many began to talk about the imminent beginning of a new phase of the «War in Zone»...
[Groups.stalkers.AntiZone].Text-End-Standart-Victory;Victory! Soon, a unified stalker group developed a set of rules similar to those of the Duty faction, but without the military slant. Not everyone liked this, but dissent remained silent, as the new leadership fought tooth and nail against any manifestations of the Zone, allowing for safer collection of artifacts and freedom from bandits. Mutant hunting was rigorously implemented, so much so that even blind dogs were unseen in the south. The faction's command actively collaborated with the Scientists and tried to avoid conflict with the Military, leading to a new phase of exploration of the Zone, but its secrets were extremely reluctantly revealed to the public.
[Groups.stalkers.Control].Text-End-Standart-Victory;Victory! Soon, the stalkers developed a set of rules designed to establish order in the Zone. Even military ranks replaced ranks. No trace remained of the old command chaos. A clear system of subordination and command was established; newcomers to the Zone were forcibly integrated into this hierarchy, and those who disagreed were immediately handed over to the Military Abroad without further ado. Rumors circulated that members of the military leadership were at the top of the faction, but no one could prove it. Or perhaps they never had time to publish evidence because the Military took them to an unknown location. The Zone became less open but safer, especially for government organizations.
[Groups.stalkers.Crime].Text-End-Standart-Victory;Victory! Soon, the stalkers established a rule that there would be only one group in the Zone, with each person obligated to pay a share, and a tax was collected from traders. Those who couldn't pay were handed over to the military beyond the border. The Zone became less open to government scrutiny, and the criminal nature of the situation reduced the influx of new people into the territory protected by the stalkers.
[Groups.stalkers.Exploring].Text-End-Standart-Victory;Victory! Soon, a faction of freelance stalkers began actively collaborating with all the scientists within the Zone. Obtaining mutant body parts, artifacts, measuring anomalous activity... Everyone began making a living this way. A real hunt began for any documents from the underground laboratories. It wasn't enough just to obtain them... They also had to somehow get these papers to the nearest Scientists' bunker. And the fact that there were now an order of magnitude more bunkers didn't help. Bounty hunters are the new scourge of the Zone. If anyone found out that a stalker had even a single piece of paper from the lab, or, at worst, an item even remotely valuable to the scientists... They could easily be written off as dead. They wouldn't reach any bunker. People in the Zone split into two groups - those who extracted things, and those who hunted down those who had managed to obtain anything. There was gunfire everywhere. Gradually, the Zone became more and more dangerous...
[Groups.stalkers.Growth].Text-End-Standart-Victory;Victory! Soon, free stalkers established a rule that there would no longer be any gangs in the Zone, and those who decided to engage in banditry were handed over to the military abroad. The Zone became open to anyone who wanted to explore. And less dangerous.
[Groups.stalkers.Growth].Text-End-Standart-Lose;The loners have been completely wiped out, and now the Zone will be divided only between factions. There are no free stalkers left! Defeat!
[Groups.stalkers.Mercenary].Text-End-Standart-Victory;Victory! Soon, the faction of freelance stalkers began to resemble ordinary mercenaries more and more. The clear hierarchy was crumbling, the group was fragmenting. «Orders» began to rule the current order. Murders became so frequent that the Zone became filled with «professional killers». But while people squabbled among themselves for the money they so dearly loved, the Zone became much more dangerous, as the monsters were paid far less attention than they should have been. Rumors were swirling that several new, previously unknown, and extremely dangerous monsters had already been sighted in the Cordon.
[Groups.stalkers.Sectarianism].Text-End-Standart-Victory;Victory! Soon, the faction of free stalkers began to resemble a cult more and more. Rumors circulated among the lower ranks that the «top brass» were under the influence of «certain forces from the north». Religious phrases increasingly appeared in the commanders' speeches. Active military operations were underway against government forces to expand their influence beyond the perimeter. Brainwashing of the faction members intensified with each passing day, but some remained resilient and protected their minds. Most of them remained in the south, as they were immune to the psionic installations that had been reactivated. A new phase of the «War in Zone» was brewing...
[Groups.stalkers.Stability].Text-End-Standart-Victory;Victory! Soon, the faction of free stalkers, lacking external enemies, began to look for them within themselves. Intrigues, scandals, executions... This is what the faction had become. The stalkers' tasks devolved to guarding and clearing the main routes in the Zone, while outlying areas received virtually no attention. This led to an increase in the number of mutants and those who fled there to escape all this internal squabbling. The faction cooperated with the Scientists and the Military, but reluctantly, which led government forces to consider establishing a new base within the perimeter, which could lead to new clashes within the Zone's perimeter...
[Groups.stalkers.Stalkers].Text-End-Standart-Victory;Victory! Soon, free stalkers established a rule that there would no longer be any gangs in the Zone, and those who decided to engage in banditry were handed over to the military abroad. The Zone became open to anyone who wanted to explore. And less dangerous.
[Groups.stalkers.Stalkers].Text-End-Standart-Lose;The loners have been completely wiped out, and now the Zone will be divided only between factions. There are no free stalkers left! Defeat!
[Groups.stalkers.Unknow].Text-End-Standart-Victory;Victory! Soon, free stalkers established a rule that there would no longer be any gangs in the Zone, and those who decided to engage in banditry were handed over to the military abroad. The Zone became open to anyone who wanted to explore. And less dangerous.
[Groups.stalkers.Unknow].Text-End-Standart-Lose;The loners have been completely wiped out, and now the Zone will be divided only between factions. There are no free stalkers left! Defeat!
[Groups.stalkers.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
